DATE, NORMAL-LEVEL,RES-LEVEL,AF,CHANGE-ACRE-FEET,STORED,DRAWDOWN,OUTFLOW,SUPPLY,INFLOW,
1984-09-22,   250.10,  248.16,     89288.,  -478.,       0,   -241.0,    205.0,    46.0,     10.0,
1984-09-23,   250.10,  248.10,     88715.,  -573.,       0,   -289.0,    244.0,    46.0,      1.0,
1984-09-24,   250.10,  248.03,     88046.,  -669.,       0,   -337.0,    263.0,    51.0,    -23.0,
1984-09-25,   250.10,  247.97,     87495.,  -551.,       0,   -278.0,    260.0,    41.0,     23.0,
1984-09-26,   250.10,  247.90,     86880.,  -615.,       0,   -310.0,    260.0,    45.0,     -5.0,
1984-09-27,   250.10,  247.80,     86000.,  -880.,       0,   -444.0,    260.0,    47.0,   -137.0,
1984-09-28,   250.10,  247.70,     85121.,  -879.,       0,   -443.0,    260.0,    45.0,   -138.0,
1984-09-29,   250.10,  247.62,     84417.,  -704.,       0,   -355.0,    310.0,    38.0,     -7.0,
1984-09-30,   250.10,  247.80,     86000.,  1583.,   798.0,        0,    316.0,    36.0,   1150.0,
1984-10-01,   250.10,  247.85,     86440.,   440.,   222.0,        0,    281.0,    31.0,    534.0,
1984-10-02,   250.10,  247.85,     86440.,     0.,     0.0,        0,    260.0,    46.0,    306.0,
1984-10-03,   250.10,  247.85,     86440.,     0.,     0.0,        0,    228.0,    43.0,    271.0,
1984-10-04,   250.10,  247.80,     86000.,  -440.,       0,   -222.0,    170.0,    47.0,     -5.0,
1984-10-05,   250.10,  247.76,     85648.,  -352.,       0,   -177.0,    192.0,    45.0,     60.0,
1984-10-06,   250.10,  247.71,     85209.,  -439.,       0,   -221.0,    203.0,    45.0,     27.0,
1984-10-07,   250.10,  247.65,     84681.,  -528.,       0,   -266.0,    241.0,    45.0,     20.0,
1984-10-08,   250.10,  247.60,     84241.,  -440.,       0,   -222.0,    259.0,    53.0,     90.0,
1984-10-09,   250.10,  247.54,     83714.,  -527.,       0,   -266.0,    223.0,    53.0,     10.0,
1984-10-10,   250.10,  247.48,     83186.,  -528.,       0,   -266.0,    170.0,    53.0,    -43.0,
1984-10-11,   250.10,  247.45,     82922.,  -264.,       0,   -133.0,    147.0,    55.0,     69.0,
1984-10-12,   250.10,  247.42,     82658.,  -264.,       0,   -133.0,    146.0,    49.0,     62.0,
1984-10-13,   250.10,  247.37,     82219.,  -439.,       0,   -221.0,    146.0,    46.0,    -29.0,
1984-10-14,   250.10,  247.33,     81867.,  -352.,       0,   -177.0,    146.0,    44.0,     13.0,
1984-10-15,   250.10,  247.27,     81339.,  -528.,       0,   -266.0,    146.0,    51.0,    -69.0,
1984-10-16,   250.10,  247.20,     80724.,  -615.,       0,   -310.0,    146.0,    48.0,   -116.0,
1984-10-17,   250.10,  247.19,     80636.,   -88.,       0,    -44.0,    146.0,    45.0,    147.0,
1984-10-18,   250.10,  247.14,     80196.,  -440.,       0,   -222.0,    146.0,    46.0,    -30.0,
1984-10-19,   250.10,  247.11,     79932.,  -264.,       0,   -133.0,    146.0,    45.0,     58.0,
1984-10-20,   250.10,  247.06,     79493.,  -439.,       0,   -221.0,    146.0,    47.0,    -28.0,
1984-10-21,   250.10,  247.05,     79405.,   -88.,       0,    -44.0,    146.0,    39.0,    141.0,
1984-10-22,   250.10,  247.03,     79229.,  -176.,       0,    -89.0,    146.0,    45.0,    102.0,
1984-10-23,   250.10,  247.05,     79405.,   176.,    89.0,        0,    146.0,    45.0,    280.0,
1984-10-24,   250.10,  247.00,     78965.,  -440.,       0,   -222.0,    146.0,    41.0,    -35.0,
1984-10-25,   250.10,  246.95,     78564.,  -401.,       0,   -202.0,    146.0,    45.0,    -11.0,
1984-10-26,   250.10,  246.93,     78404.,  -160.,       0,    -81.0,    146.0,    42.0,    107.0,
1984-10-27,   250.10,  246.88,     78004.,  -400.,       0,   -202.0,    146.0,    45.0,    -11.0,
1984-10-28,   250.10,  246.85,     77763.,  -241.,       0,   -122.0,    146.0,    41.0,     65.0,
1984-10-29,   250.10,  246.83,     77603.,  -160.,       0,    -81.0,    145.0,    49.0,    113.0,
1984-10-30,   250.10,  246.88,     78004.,   401.,   202.0,        0,    145.0,    43.0,    390.0,
1984-10-31,   250.10,  246.80,     77363.,  -641.,       0,   -323.0,    145.0,    41.0,   -137.0,
1984-11-01,   250.10,  246.78,     77202.,  -161.,       0,    -81.0,    145.0,    41.0,    105.0,
1984-11-02,   250.10,  246.73,     76802.,  -400.,       0,   -202.0,    145.0,    44.0,    -13.0,
1984-11-03,   250.10,  246.65,     76161.,  -641.,       0,   -323.0,    145.0,    42.0,   -136.0,
1984-11-04,   250.10,  246.65,     76161.,     0.,     0.0,        0,    145.0,    42.0,    187.0,
1984-11-05,   250.10,  246.64,     76081.,   -80.,       0,    -40.0,    145.0,    44.0,    149.0,
1984-11-06,   250.10,  246.57,     75520.,  -561.,       0,   -283.0,    145.0,    42.0,    -96.0,
1984-11-07,   250.10,  246.53,     75199.,  -321.,       0,   -162.0,    145.0,    42.0,     25.0,
1984-11-08,   250.10,  246.48,     74799.,  -400.,       0,   -202.0,    145.0,    46.0,    -11.0,
1984-11-09,   250.10,  246.43,     74398.,  -401.,       0,   -202.0,    145.0,    41.0,    -16.0,
1984-11-10,   250.10,  246.37,     73917.,  -481.,       0,   -243.0,    145.0,    43.0,    -55.0,
1984-11-11,   250.10,  246.40,     74158.,   241.,   122.0,        0,    145.0,    40.0,    307.0,
1984-11-12,   250.10,  246.40,     74158.,     0.,     0.0,        0,    145.0,    44.0,    189.0,
1984-11-13,   250.10,  246.36,     73837.,  -321.,       0,   -162.0,    145.0,    43.0,     26.0,
1984-11-14,   250.10,  246.26,     73036.,  -801.,       0,   -404.0,    145.0,    42.0,   -217.0,
1984-11-15,   250.10,  246.24,     72876.,  -160.,       0,    -81.0,    145.0,    41.0,    105.0,
1984-11-16,   250.10,  246.23,     72796.,   -80.,       0,    -40.0,    145.0,    47.0,    152.0,
1984-11-17,   250.10,  246.14,     72075.,  -721.,       0,   -364.0,    145.0,    44.0,   -175.0,
1984-11-18,   250.10,  246.11,     71834.,  -241.,       0,   -122.0,    144.0,    41.0,     63.0,
1984-11-19,   250.10,  246.10,     71754.,   -80.,       0,    -40.0,    144.0,    42.0,    146.0,
1984-11-20,   250.10,  246.06,     71434.,  -320.,       0,   -161.0,    144.0,    43.0,     26.0,
1984-11-21,   250.10,  246.00,     70953.,  -481.,       0,   -243.0,    144.0,    42.0,    -57.0,
1984-11-22,   250.10,  245.98,     70806.,  -147.,       0,    -74.0,    144.0,    34.0,    104.0,
1984-11-23,   250.10,  245.94,     70513.,  -293.,       0,   -148.0,    144.0,    35.0,     31.0,
1984-11-24,   250.10,  245.89,     70146.,  -367.,       0,   -185.0,    144.0,    39.0,     -2.0,
1984-11-25,   250.10,  245.85,     69852.,  -294.,       0,   -148.0,    144.0,    41.0,     37.0,
1984-11-26,   250.10,  245.80,     69485.,  -367.,       0,   -185.0,    144.0,    43.0,      2.0,
1984-11-27,   250.10,  245.75,     69118.,  -367.,       0,   -185.0,    144.0,    40.0,     -1.0,
1984-11-28,   250.10,  245.83,     69705.,   587.,   296.0,        0,    144.0,    44.0,    484.0,
1984-11-29,   250.10,  245.81,     69559.,  -146.,       0,    -74.0,    144.0,    41.0,    111.0,
1984-11-30,   250.10,  245.81,     69559.,     0.,     0.0,        0,     90.0,    43.0,    133.0,
1984-12-01,   250.10,  245.81,     69559.,     0.,     0.0,        0,     58.0,    42.0,    100.0,
1984-12-02,   250.10,  245.98,     70806.,  1247.,   629.0,        0,     58.0,    43.0,    730.0,
1984-12-03,   250.10,  246.16,     72235.,  1429.,   720.0,        0,     58.0,    37.0,    815.0,
1984-12-04,   250.10,  246.26,     73036.,   801.,   404.0,        0,     58.0,    32.0,    494.0,
1984-12-05,   250.10,  246.53,     75199.,  2163.,  1091.0,        0,     58.0,    37.0,   1186.0,
1984-12-06,   250.10,  246.99,     78885.,  3686.,  1858.0,        0,     58.0,    37.0,   1953.0,
1984-12-07,   250.10,  247.09,     79756.,   871.,   439.0,        0,     58.0,    39.0,    536.0,
1984-12-08,   250.10,  247.17,     80460.,   704.,   355.0,        0,     58.0,    41.0,    454.0,
1984-12-09,   250.10,  247.25,     81164.,   704.,   355.0,        0,     58.0,    43.0,    456.0,
1984-12-10,   250.10,  247.30,     81603.,   439.,   221.0,        0,     58.0,    36.0,    315.0,
1984-12-11,   250.10,  247.33,     81867.,   264.,   133.0,        0,     58.0,    47.0,    238.0,
1984-12-12,   250.10,  247.34,     81955.,    88.,    44.0,        0,     58.0,    41.0,    143.0,
1984-12-13,   250.10,  247.36,     82131.,   176.,    89.0,        0,     58.0,    40.0,    187.0,
1984-12-14,   250.10,  247.38,     82307.,   176.,    89.0,        0,     58.0,    42.0,    189.0,
1984-12-15,   250.10,  247.38,     82307.,     0.,     0.0,        0,     58.0,    41.0,     99.0,
1984-12-16,   250.10,  247.40,     82483.,   176.,    89.0,        0,     58.0,    38.0,    185.0,
1984-12-17,   250.10,  247.40,     82483.,     0.,     0.0,        0,     58.0,    40.0,     98.0,
1984-12-18,   250.10,  247.42,     82658.,   175.,    88.0,        0,     58.0,    39.0,    185.0,
1984-12-19,   250.10,  247.45,     82922.,   264.,   133.0,        0,     58.0,    41.0,    232.0,
1984-12-20,   250.10,  247.46,     83010.,    88.,    44.0,        0,     58.0,    39.0,    141.0,
1984-12-21,   250.10,  247.47,     83098.,    88.,    44.0,        0,     58.0,    40.0,    142.0,
1984-12-22,   250.10,  247.51,     83450.,   352.,   177.0,        0,     58.0,    38.0,    273.0,
1984-12-23,   250.10,  247.51,     83450.,     0.,     0.0,        0,     58.0,    34.0,     92.0,
1984-12-24,   250.10,  247.54,     83714.,   264.,   133.0,        0,     58.0,    34.0,    225.0,
1984-12-25,   250.10,  247.55,     83802.,    88.,    44.0,        0,     58.0,    33.0,    135.0,
1984-12-26,   250.10,  247.56,     83890.,    88.,    44.0,        0,     58.0,    35.0,    137.0,
1984-12-27,   250.10,  247.57,     83978.,    88.,    44.0,        0,     58.0,    39.0,    141.0,
1984-12-28,   250.10,  247.59,     84153.,   175.,    88.0,        0,     58.0,    37.0,    183.0,
1984-12-29,   250.10,  247.62,     84417.,   264.,   133.0,        0,     58.0,    35.0,    226.0,
1984-12-30,   250.10,  247.62,     84417.,     0.,     0.0,        0,     58.0,    36.0,     94.0,
1984-12-31,   250.10,  247.63,     84505.,    88.,    44.0,        0,     58.0,    37.0,    139.0,
1985-01-01,   250.10,  247.64,     84593.,    88.,    44.0,        0,     58.0,    38.0,    140.0,
1985-01-02,   250.10,  247.77,     85736.,  1143.,   576.0,        0,     58.0,    38.0,    672.0,
1985-01-03,   250.10,  248.75,     94925.,  9189.,  4633.0,        0,     60.0,    40.0,   4733.0,
1985-01-04,   250.10,  250.04,    108591., 13666.,  6890.0,        0,    180.0,    38.0,   7108.0,
1985-01-05,   250.10,  251.30,    123458., 14867.,  7495.0,        0,    326.0,    42.0,   7863.0,
1985-01-06,   250.10,  251.38,    124450.,   992.,   500.0,        0,    760.0,    37.0,   1297.0,
1985-01-07,   250.10,  251.41,    124823.,   373.,   188.0,        0,   1655.0,    40.0,   1883.0,
1985-01-08,   250.10,  251.41,    124823.,     0.,     0.0,        0,   2247.0,    41.0,   2288.0,
1985-01-09,   250.10,  250.88,    118342., -6481.,       0,  -3268.0,   2366.0,    38.0,   -864.0,
1985-01-10,   250.10,  250.62,    115324., -3018.,       0,  -1522.0,   1977.0,    40.0,    495.0,
1985-01-11,   250.10,  250.41,    112886., -2438.,       0,  -1229.0,   1345.0,    44.0,    160.0,
1985-01-12,   250.10,  250.37,    112422.,  -464.,       0,   -234.0,    895.0,    43.0,    704.0,
1985-01-13,   250.10,  250.20,    110449., -1973.,       0,   -995.0,    671.0,    41.0,   -283.0,
1985-01-14,   250.10,  250.24,    110913.,   464.,   234.0,        0,    454.0,    41.0,    729.0,
1985-01-15,   250.10,  250.16,    109984.,  -929.,       0,   -468.0,    325.0,    45.0,    -98.0,
1985-01-16,   250.10,  250.10,    109288.,  -696.,       0,   -351.0,    216.0,    42.0,    -93.0,
1985-01-17,   250.10,  250.16,    109984.,   696.,   351.0,        0,    151.0,    38.0,    540.0,
1985-01-18,   250.10,  250.16,    109984.,     0.,     0.0,        0,    260.0,    45.0,    305.0,
1985-01-19,   250.10,  250.14,    109752.,  -232.,       0,   -117.0,    325.0,    42.0,    250.0,
1985-01-20,   250.10,  250.15,    109868.,   116.,    58.0,        0,    325.0,    40.0,    423.0,
1985-01-21,   250.10,  250.10,    109288.,  -580.,       0,   -292.0,    324.0,    39.0,     71.0,
1985-01-22,   250.10,  250.10,    109288.,     0.,     0.0,        0,    324.0,    35.0,    359.0,
1985-01-23,   250.10,  250.08,    109056.,  -232.,       0,   -117.0,    324.0,    42.0,    249.0,
1985-01-24,   250.10,  250.05,    108707.,  -349.,       0,   -176.0,    324.0,    46.0,    194.0,
1985-01-25,   250.10,  250.10,    109288.,   581.,   293.0,        0,    324.0,    36.0,    653.0,
1985-01-26,   250.10,  249.99,    108019., -1269.,       0,   -640.0,    324.0,    39.0,   -277.0,
1985-01-27,   250.10,  249.95,    107586.,  -433.,       0,   -218.0,    324.0,    37.0,    143.0,
1985-01-28,   250.10,  249.95,    107586.,     0.,     0.0,        0,    221.0,    41.0,    262.0,
1985-01-29,   250.10,  249.97,    107803.,   217.,   109.0,        0,    150.0,    46.0,    305.0,
1985-01-30,   250.10,  249.98,    107911.,   108.,    54.0,        0,    150.0,    42.0,    246.0,
1985-01-31,   250.10,  250.25,    111029.,  3118.,  1572.0,        0,    151.0,    41.0,   1764.0,
1985-02-01,   250.10,  252.35,    136742., 25713., 12964.0,        0,    152.0,    44.0,  13160.0,
1985-02-02,   250.10,  254.03,    159396., 22654., 11421.0,        0,    155.0,    43.0,  11619.0,
1985-02-03,   250.10,  255.07,    174177., 14781.,  7452.0,        0,    157.0,    43.0,   7652.0,
1985-02-04,   250.10,  255.25,    176832.,  2655.,  1339.0,        0,    396.0,    42.0,   1777.0,
1985-02-05,   250.10,  255.40,    179044.,  2212.,  1115.0,        0,    704.0,    42.0,   1861.0,
1985-02-06,   250.10,  255.64,    182584.,  3540.,  1785.0,        0,    705.0,    43.0,   2533.0,
1985-02-07,   250.10,  255.83,    185387.,  2803.,  1413.0,        0,   1371.0,    36.0,   2820.0,
1985-02-08,   250.10,  255.48,    180224., -5163.,       0,  -2603.0,   2892.0,    40.0,    329.0,
1985-02-09,   250.10,  254.97,    172719., -7505.,       0,  -3784.0,   4160.0,    41.0,    417.0,
1985-02-10,   250.10,  254.53,    166483., -6236.,       0,  -3144.0,   4144.0,    42.0,   1042.0,
1985-02-11,   250.10,  254.00,    158971., -7512.,       0,  -3787.0,   4124.0,    36.0,    373.0,
1985-02-12,   250.10,  254.46,    165491.,  6520.,  3287.0,        0,   2813.0,    39.0,   6139.0,
1985-02-13,   250.10,  254.39,    164498.,  -993.,       0,   -501.0,   3137.0,    45.0,   2681.0,
1985-02-14,   250.10,  254.00,    158971., -5527.,       0,  -2787.0,   4120.0,    45.0,   1378.0,
1985-02-15,   250.10,  253.63,    153906., -5065.,       0,  -2554.0,   4104.0,    43.0,   1593.0,
1985-02-16,   250.10,  253.16,    147472., -6434.,       0,  -3244.0,   4088.0,    45.0,    889.0,
1985-02-17,   250.10,  252.75,    141998., -5474.,       0,  -2760.0,   4071.0,    40.0,   1351.0,
1985-02-18,   250.10,  252.30,    136085., -5913.,       0,  -2981.0,   4051.0,    39.0,   1109.0,
1985-02-19,   250.10,  251.86,    130407., -5678.,       0,  -2863.0,   4035.0,    42.0,   1214.0,
1985-02-20,   250.10,  251.35,    124078., -6329.,       0,  -3191.0,   4014.0,    43.0,    866.0,
1985-02-21,   250.10,  250.67,    115904., -8174.,       0,  -4121.0,   3989.0,    42.0,    -90.0,
1985-02-22,   250.10,  250.35,    112190., -3714.,       0,  -1872.0,   3143.0,    41.0,   1312.0,
1985-02-23,   250.10,  250.18,    110216., -1974.,       0,   -995.0,   1373.0,    43.0,    421.0,
1985-02-24,   250.10,  250.15,    109868.,  -348.,       0,   -175.0,    553.0,    40.0,    418.0,
1985-02-25,   250.10,  250.15,    109868.,     0.,     0.0,        0,    546.0,    47.0,    593.0,
1985-02-26,   250.10,  250.30,    111609.,  1741.,   878.0,        0,   1961.0,    40.0,   2879.0,
1985-02-27,   250.10,  250.20,    110449., -1160.,       0,   -585.0,   3032.0,    43.0,   2490.0,
1985-02-28,   250.10,  249.85,    106505., -3944.,       0,  -1988.0,   3024.0,    43.0,   1079.0,
1985-03-01,   250.10,  249.77,    105640.,  -865.,       0,   -436.0,   1558.0,    41.0,   1163.0,
1985-03-02,   250.10,  249.83,    106289.,   649.,   327.0,        0,    323.0,    40.0,    690.0,
1985-03-03,   250.10,  249.83,    106289.,     0.,     0.0,        0,    323.0,    39.0,    362.0,
1985-03-04,   250.10,  249.85,    106505.,   216.,   109.0,        0,    225.0,    40.0,    374.0,
1985-03-05,   250.10,  250.00,    108127.,  1622.,   818.0,        0,     62.0,    43.0,    923.0,
1985-03-06,   250.10,  249.98,    107911.,  -216.,       0,   -109.0,    160.0,    41.0,     92.0,
1985-03-07,   250.10,  249.97,    107803.,  -108.,       0,    -54.0,    324.0,    41.0,    311.0,
1985-03-08,   250.10,  249.96,    107694.,  -109.,       0,    -55.0,    454.0,    41.0,    440.0,
1985-03-09,   250.10,  249.90,    107046.,  -648.,       0,   -327.0,    668.0,    45.0,    386.0,
1985-03-10,   250.10,  249.90,    107046.,     0.,     0.0,        0,    263.0,    41.0,    304.0,
1985-03-11,   250.10,  249.87,    106721.,  -325.,       0,   -164.0,     94.0,    42.0,    -28.0,
1985-03-12,   250.10,  249.95,    107586.,   865.,   436.0,        0,    150.0,    42.0,    628.0,
1985-03-13,   250.10,  249.93,    107370.,  -216.,       0,   -109.0,    215.0,    45.0,    151.0,
1985-03-14,   250.10,  249.93,    107370.,     0.,     0.0,        0,    324.0,    44.0,    368.0,
1985-03-15,   250.10,  249.80,    105964., -1406.,       0,   -709.0,    324.0,    45.0,   -340.0,
1985-03-16,   250.10,  249.80,    105964.,     0.,     0.0,        0,    324.0,    45.0,    369.0,
1985-03-17,   250.10,  249.81,    106073.,   109.,    55.0,        0,    323.0,    42.0,    420.0,
1985-03-18,   250.10,  249.79,    105856.,  -217.,       0,   -109.0,    215.0,    40.0,    146.0,
1985-03-19,   250.10,  249.76,    105532.,  -324.,       0,   -163.0,     81.0,    46.0,    -36.0,
1985-03-20,   250.10,  249.77,    105640.,   108.,    54.0,        0,     60.0,    41.0,    155.0,
1985-03-21,   250.10,  249.77,    105640.,     0.,     0.0,        0,     62.0,    42.0,    104.0,
1985-03-22,   250.10,  249.88,    106829.,  1189.,   599.0,        0,     62.0,    37.0,    698.0,
1985-03-23,   250.10,  249.92,    107262.,   433.,   218.0,        0,     62.0,    41.0,    321.0,
1985-03-24,   250.10,  250.04,    108591.,  1329.,   670.0,        0,     62.0,    39.0,    771.0,
1985-03-25,   250.10,  250.12,    109520.,   929.,   468.0,        0,    333.0,    45.0,    846.0,
1985-03-26,   250.10,  250.14,    109752.,   232.,   117.0,        0,    496.0,    42.0,    655.0,
1985-03-27,   250.10,  250.14,    109752.,     0.,     0.0,        0,    496.0,    43.0,    539.0,
1985-03-28,   250.10,  250.11,    109404.,  -348.,       0,   -175.0,    496.0,    41.0,    362.0,
1985-03-29,   250.10,  250.06,    108823.,  -581.,       0,   -293.0,    496.0,    43.0,    246.0,
